id_cliente,churn,género,cuidadano_mayor,pareja,dependientes,meses_de_contrato,servicio_telefonico,multiples_lineas_telefonicas,servicio_internet,seguridad_online,respaldo_online,proteccion_del_dispositivo,soporte_tecnico,servicio_tv,servicio_de_peliculas,tipo_de_contrato,factura_en_linea,forma_de_pago,cargos_mensuales,cargos_totales,cuentas_diarias,cantidad_servicios
1663-MHLHE,0,Masculino,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,19.2,19.2,0.6307490144546649,1
1666-JXLKU,0,Femenino,0,0,0,37,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,100.05,3810.55,3.286793692509855,6
1666-JZPZT,0,Masculino,0,0,0,27,1,Yes,DSL,No,No,No,No,No,No,Mes a mes,0,Cheque por correo,49.0,1291.35,1.609724047306176,3
1670-SVOWZ,1,Femenino,0,1,1,14,1,No,Fibra óptica,No,Yes,No,Yes,No,Yes,Mes a mes,1,Tarjeta de crédito,89.65,1208.35,2.945137976346912,5
1676-BZZYV,1,Masculino,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,19.5,1026.35,0.640604467805519,1
1676-MQAOA,0,Masculino,0,0,0,72,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Dos años,1,Transferencia bancaria,75.1,5336.35,2.4671484888304858,7
1678-FYZOW,1,Femenino,0,0,0,3,1,No,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,1,Cheque electrónico,79.4,244.65,2.6084099868593955,3
1679-JRFBR,0,Femenino,0,1,1,70,1,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Un año,1,Tarjeta de crédito,108.15,7930.55,3.5528909329829172,8
1680-VDCWW,0,Masculino,0,1,0,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Transferencia bancaria,19.8,202.25,0.6504599211563732,1
1682-VCOIO,0,Masculino,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,20.45,481.1,0.6718134034165572,1
1684-FLBGS,0,Femenino,0,1,1,23,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Mes a mes,1,Tarjeta de crédito,69.5,1652.1,2.283180026281209,6
1685-BQULA,0,Femenino,0,0,0,40,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,No,Mes a mes,1,Transferencia bancaria,93.4,3756.4,3.0683311432325886,6
1685-VAYJF,0,Masculino,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Mes a mes,0,Tarjeta de crédito,45.2,492.0,1.4848883048620236,2
1686-STUHN,0,Masculino,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Transferencia bancaria,19.8,849.9,0.6504599211563732,1
1689-MRZQR,1,Masculino,0,1,1,34,1,No,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,0,Cheque electrónico,78.3,2564.3,2.5722733245729303,3
1689-YQBYY,0,Femenino,0,0,1,12,1,Yes,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,76.6,893.0,2.5164257555847565,3
1696-HXOWK,0,Femenino,0,1,0,71,1,Yes,Fibra óptica,Yes,Yes,No,No,Yes,No,Un año,0,Cheque por correo,95.65,6856.95,3.142247043363995,6
1696-MZVAU,0,Masculino,0,1,1,39,0,No phone service,DSL,No,No,No,No,No,No,Un año,1,Tarjeta de crédito,25.25,947.75,0.8295006570302234,1
1697-BCSHV,0,Femenino,0,1,1,58,1,Yes,DSL,No,Yes,No,No,Yes,No,Mes a mes,1,Transferencia bancaria,66.8,3970.4,2.1944809461235213,5
1697-LYYYX,0,Femenino,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Tarjeta de crédito,19.1,1143.8,0.6274638633377135,1
1697-NVVGY,0,Masculino,1,1,0,19,1,No,DSL,Yes,No,Yes,No,Yes,No,Mes a mes,0,Transferencia bancaria,66.4,1286.05,2.181340341655716,5
1698-XFZCI,0,Masculino,0,0,0,61,1,Yes,Fibra óptica,Yes,Yes,Yes,No,Yes,Yes,Un año,1,Cheque electrónico,107.75,6521.9,3.5397503285151117,8
1699-HPSBG,1,Masculino,0,0,0,12,1,No,DSL,No,No,No,Yes,Yes,No,Un año,1,Cheque electrónico,59.8,727.8,1.964520367936925,4
1699-TLDLZ,0,Femenino,0,1,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,19.7,301.55,0.6471747700394218,1
1699-UOTXU,0,Masculino,0,0,0,60,1,No,DSL,Yes,Yes,Yes,No,No,No,Dos años,0,Cheque electrónico,61.4,3638.25,2.0170827858081473,5
1702-CCFNJ,0,Masculino,0,1,0,52,1,Yes,DSL,No,Yes,No,Yes,No,No,Mes a mes,0,Transferencia bancaria,61.35,3169.55,2.0154402102496713,5
1703-MGIAB,0,Femenino,0,0,0,17,1,Yes,DSL,No,No,Yes,Yes,Yes,No,Mes a mes,1,Cheque por correo,69.0,1108.0,2.266754270696452,6
1704-NRWYE,1,Femenino,1,0,0,9,1,No,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,1,Cheque electrónico,80.85,751.65,2.6560446780551903,3
1705-GUHPV,0,Femenino,0,0,0,63,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,24.2,1618.2,0.7950065703022339,2
1707-HABPF,0,Femenino,1,0,0,46,1,No,Fibra óptica,No,Yes,Yes,No,Yes,No,Un año,1,Transferencia bancaria,91.3,4126.35,2.9993429697766096,5
1708-PBBOA,0,Femenino,0,0,0,42,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Un año,1,Cheque electrónico,54.75,2348.45,1.7986202365308803,6
1709-EJDOX,0,Femenino,0,1,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,19.75,948.9,0.6488173455978975,1
1710-RCXUS,0,Masculino,0,1,0,51,1,Yes,Fibra óptica,No,Yes,No,No,No,Yes,Un año,1,Tarjeta de crédito,90.35,4614.55,2.9681340341655713,5
1716-LSAMB,0,Masculino,0,1,1,45,1,No,DSL,Yes,No,No,Yes,No,No,Dos años,0,Transferencia bancaria,54.65,2553.7,1.795335085413929,4
1722-LDZJS,0,Masculino,0,1,1,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Tarjeta de crédito,20.2,1068.15,0.6636005256241787,1
1723-HKXJQ,1,Masculino,0,0,0,42,1,Yes,Fibra óptica,No,Yes,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,101.75,4273.45,3.342641261498029,6
1724-BQUHA,1,Masculino,1,0,0,5,1,No,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Cheque electrónico,89.5,477.7,2.940210249671485,4
1724-IQWNM,0,Masculino,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,19.3,19.3,0.6340341655716163,1
1725-IQNIY,1,Masculino,0,1,0,54,1,No,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,0,Transferencia bancaria,109.75,6110.2,3.6054533508541393,8
1725-MIMXW,1,Masculino,0,0,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,19.45,19.45,0.6389618922470434,1
1728-BQDMA,0,Femenino,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Mes a mes,0,Cheque electrónico,44.45,82.7,1.4602496714848883,2
1728-CXQBE,0,Masculino,1,1,0,64,1,Yes,Fibra óptica,No,Yes,Yes,No,No,Yes,Mes a mes,1,Cheque electrónico,94.25,6081.4,3.096254927726675,6
1729-VLAZJ,0,Femenino,0,0,1,10,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Un año,0,Cheque por correo,40.25,411.45,1.3222733245729303,4
1730-VFMWO,0,Femenino,0,1,0,34,1,No,DSL,No,No,No,Yes,No,No,Mes a mes,0,Transferencia bancaria,50.2,1815.3,1.6491458607095926,3
1730-ZMAME,0,Femenino,1,0,0,32,1,No,Fibra óptica,No,No,No,No,No,Yes,Mes a mes,1,Cheque electrónico,79.5,2665.0,2.611695137976347,3
1731-TVIUK,1,Femenino,0,0,0,4,1,Yes,Fibra óptica,No,Yes,No,Yes,No,Yes,Mes a mes,1,Cheque electrónico,93.5,362.2,3.07161629434954,6
1732-FEKLD,0,Femenino,0,0,0,54,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,No,Un año,1,Transferencia bancaria,94.75,5121.75,3.112680683311432,6
1732-VHUBQ,1,Femenino,1,1,1,47,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,0,Transferencia bancaria,70.55,3309.25,2.3176741130091982,2
1734-ZMNTZ,0,Femenino,0,1,1,11,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,25.0,300.7,0.8212877792378449,2
1735-XMJVH,0,Masculino,0,1,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,19.35,152.6,0.635676741130092,1
1736-FCXMC,1,Masculino,0,0,0,56,1,Yes,Fibra óptica,No,Yes,No,Yes,No,Yes,Mes a mes,1,Cheque electrónico,94.45,5124.6,3.1028252299605783,6
1740-CSDJP,1,Masculino,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Mes a mes,1,Transferencia bancaria,35.25,35.25,1.1580157687253614,2
1741-WTPON,0,Masculino,0,1,1,56,1,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,0,Cheque por correo,115.85,6567.9,3.805847568988173,9
1744-JHKYS,0,Femenino,0,1,0,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque electrónico,24.7,780.2,0.8114323258869908,2
1746-TGTWV,0,Masculino,0,1,0,1,1,No,Fibra óptica,No,No,Yes,No,No,No,Mes a mes,0,Tarjeta de crédito,75.35,75.35,2.4753613666228644,3
1750-CSKKM,1,Masculino,0,0,1,9,1,No,DSL,No,No,No,No,Yes,No,Mes a mes,0,Cheque electrónico,55.35,449.75,1.8183311432325886,3
1751-NCDLI,0,Masculino,1,1,0,46,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,98.85,4564.9,3.2473718791064385,6
1752-OZXFY,0,Masculino,0,1,0,60,1,No,DSL,Yes,No,No,No,Yes,No,Un año,1,Cheque por correo,59.8,3561.15,1.964520367936925,4
1754-GKYPY,0,Masculino,1,1,0,22,1,No,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,1,Transferencia bancaria,89.75,1938.9,2.948423127463863,4
1755-FZQEC,0,Masculino,0,0,0,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,19.9,791.15,0.6537450722733245,1
1755-RMCXH,0,Masculino,0,1,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,20.3,40.25,0.6668856767411301,1
1757-TCATG,0,Masculino,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Transferencia bancaria,20.05,746.75,0.6586727989487516,1
1760-CAZHT,0,Masculino,0,0,1,25,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,20.8,460.2,0.683311432325887,1
1761-AEZZR,1,Masculino,0,0,0,1,1,No,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,1,Cheque electrónico,79.55,79.55,2.6133377135348224,3
1763-KUAAW,0,Femenino,1,0,0,18,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Transferencia bancaria,20.35,369.6,0.6685282522996058,1
1763-WQFUK,0,Masculino,0,0,0,3,1,No,DSL,No,No,No,Yes,No,No,Mes a mes,1,Cheque por correo,50.5,147.75,1.6590013140604467,3
1764-VUUMT,0,Masculino,0,0,1,66,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Tarjeta de crédito,19.95,1269.1,0.6553876478318003,1
1766-GKNMI,0,Masculino,0,0,0,29,1,Yes,Fibra óptica,No,No,No,No,No,Yes,Mes a mes,1,Cheque electrónico,84.9,2516.2,2.7890932982917214,4
1766-UMRDB,1,Masculino,1,0,0,34,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,0,Tarjeta de crédito,69.15,2275.1,2.2716819973718794,2
1767-CJKBA,0,Masculino,0,0,0,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,25.1,1697.7,0.8245729303547963,2
1767-TGTKO,0,Femenino,0,1,1,8,1,No,DSL,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,45.45,411.75,1.493101182654402,2
1768-HNVGJ,0,Femenino,1,0,0,45,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Mes a mes,1,Cheque electrónico,70.05,3062.45,2.3012483574244413,6
1768-ZAIFU,1,Femenino,1,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,25.2,25.2,0.8278580814717477,1
1769-GRUIK,0,Femenino,0,0,0,18,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,71.1,1247.75,2.3357424441524306,2
1771-OADNZ,1,Masculino,1,1,0,29,1,Yes,Fibra óptica,No,Yes,Yes,No,No,Yes,Mes a mes,1,Cheque electrónico,95.9,2745.2,3.150459921156373,6
1775-KWJKQ,0,Masculino,0,1,1,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,0,Tarjeta de crédito,89.85,6562.9,2.9517082785808144,9
1776-SPBWV,0,Femenino,0,1,1,34,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Transferencia bancaria,20.1,682.1,0.6603153745072273,1
1777-JYQPJ,0,Masculino,0,0,0,2,0,No phone service,DSL,No,No,No,No,No,No,Mes a mes,0,Cheque por correo,24.3,38.45,0.7982917214191853,1
1779-PWPMG,0,Femenino,1,1,0,72,1,Yes,Fibra óptica,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,1,Transferencia bancaria,114.65,8333.95,3.766425755584757,9
1784-BXEFA,0,Femenino,0,0,0,10,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,1,Cheque por correo,20.55,187.35,0.6750985545335085,1
1784-EZDKJ,0,Masculino,0,1,0,51,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Un año,1,Transferencia bancaria,106.8,5498.8,3.5085413929040734,7
1785-BPHTP,0,Masculino,0,1,1,28,1,No,Fibra óptica,No,No,Yes,No,Yes,No,Mes a mes,0,Cheque electrónico,85.45,2289.9,2.807161629434954,4
1790-NESIO,0,Femenino,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Cheque por correo,20.4,261.3,0.6701708278580814,1
1791-PQHBB,0,Femenino,0,0,1,2,1,No,DSL,Yes,No,No,No,No,Yes,Mes a mes,1,Tarjeta de crédito,61.2,125.95,2.0105124835742445,4
1792-UXAFY,1,Femenino,1,0,0,17,1,No,Fibra óptica,No,Yes,Yes,No,Yes,No,Mes a mes,1,Cheque electrónico,89.15,1496.9,2.928712220762155,5
1794-HBQTJ,1,Femenino,0,0,0,1,1,No,DSL,Yes,No,No,No,No,No,Mes a mes,1,Tarjeta de crédito,48.6,48.6,1.5965834428383705,3
1794-SWWKL,0,Masculino,0,1,1,15,1,Yes,DSL,No,No,Yes,Yes,No,No,Mes a mes,1,Transferencia bancaria,59.65,867.1,1.959592641261498,5
1796-JANOW,0,Femenino,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,19.95,38.15,0.6553876478318003,1
1803-BGNBD,0,Femenino,0,0,0,12,1,No,DSL,No,Yes,No,Yes,No,No,Mes a mes,1,Cheque electrónico,54.3,654.5,1.7838370565045991,4
1809-DMJHQ,1,Femenino,0,0,1,5,1,No,DSL,No,No,No,No,No,No,Mes a mes,0,Cheque por correo,46.0,221.7,1.5111695137976346,2
1810-BOHSY,0,Masculino,0,1,0,51,1,Yes,Fibra óptica,Yes,Yes,No,No,No,Yes,Un año,1,Tarjeta de crédito,96.4,4911.05,3.16688567674113,6
1810-MVMAI,0,Masculino,0,1,1,30,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Mes a mes,0,Cheque electrónico,67.6,2000.2,2.2207621550591323,7
1813-JLKWR,0,Femenino,0,1,1,64,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Transferencia bancaria,19.8,1336.65,0.6504599211563732,1
1813-JYWTO,0,Femenino,0,1,0,72,1,Yes,Fibra óptica,Yes,No,No,No,No,No,Dos años,0,Transferencia bancaria,80.45,5737.6,2.642904073587385,4
1814-DKOLC,0,Femenino,0,0,0,5,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,25.45,134.75,0.8360709592641261,2
1814-WFGVS,0,Masculino,0,1,1,72,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Dos años,0,Cheque por correo,48.9,3527.0,1.6064388961892246,5
1816-FLZDK,0,Masculino,0,0,0,1,0,No phone service,DSL,No,No,No,Yes,No,No,Mes a mes,0,Cheque por correo,29.15,29.15,0.9576215505913271,2
1818-ESQMW,0,Femenino,0,0,0,27,1,No,Fibra óptica,No,No,Yes,Yes,No,Yes,Mes a mes,1,Cheque electrónico,89.2,2383.6,2.9303547963206307,5
1820-DJFPH,0,Femenino,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Transferencia bancaria,24.05,1709.15,0.7900788436268068,2
1820-TQVEV,1,Masculino,0,0,0,1,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,69.55,69.55,2.2848226018396844,2
1821-BUCWY,0,Masculino,0,0,0,30,1,No,DSL,Yes,No,Yes,No,No,No,Dos años,1,Cheque por correo,55.65,1653.85,1.8281865965834427,4
1830-GGFNM,0,Masculino,0,1,1,65,1,Yes,Fibra óptica,Yes,Yes,Yes,Yes,No,No,Dos años,0,Tarjeta de crédito,94.55,6078.75,3.1061103810775292,7
1830-IPXVJ,0,Femenino,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Tarjeta de crédito,19.75,1311.6,0.6488173455978975,1
1832-PEUTS,0,Masculino,0,1,1,62,1,Yes,Fibra óptica,No,No,Yes,No,Yes,No,Dos años,1,Tarjeta de crédito,89.1,5411.65,2.927069645203679,5
1833-TCXKK,0,Masculino,0,1,0,45,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Mes a mes,1,Transferencia bancaria,107.75,4882.8,3.5397503285151117,7
1833-VGRUM,1,Femenino,1,0,0,1,1,Yes,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,74.2,74.2,2.437582128777924,3
1834-ABKHQ,0,Femenino,0,1,1,52,1,No,DSL,No,No,Yes,No,No,No,Un año,1,Transferencia bancaria,50.95,2610.65,1.673784494086728,3
1834-WULEG,0,Masculino,0,1,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,20.25,439.75,0.6652431011826544,1
1837-YQUCE,0,Femenino,0,0,0,70,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Dos años,1,Transferencia bancaria,58.35,4214.25,1.91688567674113,6
1839-FBNFR,0,Femenino,0,1,1,39,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Transferencia bancaria,19.85,854.8,0.6521024967148489,1
1839-UMACK,0,Masculino,0,0,0,42,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque electrónico,25.05,949.85,0.8229303547963206,2
1840-BIUOG,0,Masculino,0,0,0,20,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Un año,1,Cheque electrónico,68.7,1416.2,2.256898817345598,6
1841-YSJGV,0,Masculino,0,1,0,72,1,Yes,Fibra óptica,Yes,Yes,No,Yes,Yes,Yes,Dos años,1,Tarjeta de crédito,109.95,7852.4,3.612023653088042,8
1842-EZJMK,1,Masculino,0,1,1,50,1,Yes,Fibra óptica,No,Yes,No,Yes,Yes,Yes,Mes a mes,0,Cheque electrónico,103.7,5071.05,3.4067017082785807,7
1843-TLSGD,0,Femenino,0,1,1,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Cheque por correo,20.85,272.35,0.6849540078843627,1
1845-CSBRZ,0,Femenino,1,1,1,22,1,Yes,Fibra óptica,No,No,No,No,Yes,No,Mes a mes,0,Transferencia bancaria,85.35,1961.6,2.8038764783180024,4
1845-ZLLIG,0,Masculino,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Mes a mes,1,Cheque por correo,50.15,50.15,1.6475032851511169,3
1846-XWOQN,1,Femenino,1,0,0,1,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,70.15,70.15,2.304533508541393,2
1848-LBZHY,0,Femenino,0,1,0,7,1,No,DSL,Yes,No,No,No,No,No,Mes a mes,1,Transferencia bancaria,50.3,355.1,1.652431011826544,3
1849-RJYIG,0,Femenino,0,0,0,8,1,No,DSL,Yes,No,No,No,Yes,No,Mes a mes,1,Cheque electrónico,60.0,487.75,1.9710906701708277,4
1850-AKQEP,0,Masculino,0,0,1,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,20.35,178.7,0.6685282522996058,1
1852-QSWCD,0,Masculino,0,1,1,64,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,1,Cheque por correo,24.8,1514.85,0.8147174770039421,2
1852-XEMDW,0,Masculino,0,0,0,22,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Mes a mes,0,Cheque por correo,65.05,1427.55,2.1369908015768724,6
1853-ARAAQ,0,Femenino,0,0,0,26,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mes a mes,1,Tarjeta de crédito,50.35,1277.5,1.6540735873850196,4
1853-UDXBW,1,Masculino,0,1,1,1,1,No,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,70.0,70.0,2.299605781865966,2
1855-AGAWH,0,Masculino,0,1,0,31,1,No,Fibra óptica,No,No,Yes,No,Yes,Yes,Un año,1,Cheque electrónico,93.8,2939.8,3.081471747700394,5
1855-CFULU,0,Femenino,1,0,0,4,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Cheque por correo,20.05,91.45,0.6586727989487516,1
1862-QRWPE,0,Femenino,0,1,1,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,0,Transferencia bancaria,20.65,1057.0,0.6783837056504598,1
1862-SKORY,1,Femenino,1,1,0,40,0,No phone service,DSL,No,Yes,No,No,Yes,No,Mes a mes,1,Cheque electrónico,39.3,1637.4,1.291064388961892,3
1866-DIOQZ,0,Femenino,0,1,0,71,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Un año,0,Transferencia bancaria,66.8,4689.15,2.1944809461235213,7
1866-NXPSP,0,Femenino,0,0,0,36,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Un año,1,Cheque por correo,75.55,2680.15,2.481931668856767,7
1866-OBPNR,0,Masculino,0,1,1,1,1,No,Fibra óptica,No,Yes,No,No,No,No,Mes a mes,0,Tarjeta de crédito,74.6,74.6,2.450722733245729,3
1866-RZZQS,1,Masculino,1,0,0,41,1,Yes,Fibra óptica,No,No,Yes,No,Yes,Yes,Mes a mes,1,Cheque electrónico,98.4,4187.75,3.2325886990801576,6
1866-ZSLJM,0,Masculino,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mes a mes,0,Tarjeta de crédito,20.5,402.85,0.6734559789750328,1
1867-BDVFH,1,Masculino,0,1,1,11,1,Yes,Fibra óptica,No,No,No,No,No,No,Mes a mes,1,Cheque electrónico,74.35,834.2,2.4425098554533506,3
1867-RAWZK,1,Masculino,0,1,1,19,1,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Mes a mes,0,Cheque electrónico,103.3,2012.7,3.393561103810775,7
1867-TJHTS,0,Femenino,0,0,0,58,1,Yes,Fibra óptica,Yes,No,No,No,No,No,Mes a mes,1,Transferencia bancaria,79.8,4526.85,2.621550591327201,4
1871-MOWRM,1,Masculino,0,1,0,12,1,No,Fibra óptica,Yes,No,No,Yes,No,No,Mes a mes,0,Transferencia bancaria,80.85,866.45,2.6560446780551903,4
1872-EBWSC,0,Femenino,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,0,Cheque por correo,20.35,617.35,0.6685282522996058,1
1875-QIVME,1,Femenino,0,1,0,2,1,Yes,Fibra óptica,No,No,Yes,Yes,Yes,Yes,Mes a mes,1,Cheque electrónico,104.4,242.8,3.4296977660972403,7
1877-HKBQX,0,Femenino,0,0,0,11,1,No,DSL,Yes,No,No,Yes,No,No,Un año,1,Cheque por correo,54.6,617.85,1.7936925098554533,4
1891-FZYSA,1,Masculino,1,1,0,69,1,Yes,Fibra óptica,No,Yes,No,No,Yes,No,Mes a mes,1,Cheque electrónico,89.95,6143.15,2.9549934296977662,5
1891-QRQSA,0,Masculino,1,1,1,64,1,Yes,Fibra óptica,Yes,No,Yes,Yes,Yes,Yes,Dos años,1,Transferencia bancaria,111.6,7099.0,3.6662286465177396,8
1891-UAWWU,1,Femenino,1,1,0,20,1,Yes,Fibra óptica,No,No,Yes,No,Yes,No,Mes a mes,0,Cheque electrónico,90.8,1951.0,2.9829172141918527,5
1894-IGFSG,1,Femenino,0,0,0,22,1,No,Fibra óptica,No,No,No,No,Yes,Yes,Mes a mes,0,Cheque electrónico,89.25,1907.85,2.931997371879106,4
1895-QTKDO,0,Femenino,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Mes a mes,0,Tarjeta de crédito,43.95,43.95,1.4438239159001314,2
1897-OKVMW,0,Femenino,0,1,1,64,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Dos años,1,Cheque por correo,90.6,5817.45,2.9763469119579495,9
1897-RCFUM,0,Femenino,0,1,1,39,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,1,Cheque por correo,24.2,914.6,0.7950065703022339,2
1898-JSNDC,0,Femenino,0,0,0,39,1,No,DSL,No,Yes,No,No,Yes,No,Un año,1,Tarjeta de crédito,58.6,2224.5,1.9250985545335084,4
1899-VXWXM,1,Masculino,0,0,0,48,1,Yes,Fibra óptica,No,Yes,Yes,No,Yes,Yes,Un año,1,Tarjeta de crédito,106.1,5082.8,3.4855453350854138,7
1902-XBTFB,1,Masculino,0,0,1,22,1,No,Fibra óptica,No,Yes,Yes,No,Yes,No,Mes a mes,1,Cheque electrónico,89.4,2001.5,2.9369250985545334,5
1904-WAJAA,0,Femenino,0,1,1,24,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Dos años,0,Cheque electrónico,64.35,1558.65,2.1139947437582127,6
